datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2)
2023-04-30 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.28,4.24,320.05
2023-04-30 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.84,3.11,226.54
2023-04-30 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.31,2.88,96.79
2023-04-30 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.97,3.29,11.42
2023-04-30 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.80,3.47,0.00
2023-04-30 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.94,3.43,0.00
2023-04-30 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.23,3.69,0.00
2023-04-30 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.84,3.52,0.00
2023-05-01 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.38,3.50,0.00
2023-05-01 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.77,3.20,0.00
2023-05-01 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.91,3.14,0.00
2023-05-01 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.48,3.24,0.00
2023-05-01 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.96,3.57,14.35
2023-05-01 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.64,3.36,53.32
2023-05-01 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.91,3.34,77.14
2023-05-01 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.31,3.52,114.05
2023-05-01 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.70,3.42,140.07
2023-05-01 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.09,3.64,150.16
2023-05-01 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.04,3.06,111.59
2023-05-01 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.80,3.02,125.09
2023-05-01 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.41,3.14,130.12
2023-05-01 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.30,3.93,86.40
2023-05-01 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.99,5.42,93.11
2023-05-01 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.60,5.42,94.77
2023-05-01 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.14,5.41,102.42
2023-05-01 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.23,5.51,71.34
2023-05-01 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.51,5.73,32.76
2023-05-01 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.52,5.78,4.02
2023-05-01 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.61,5.69,0.00
2023-05-01 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.18,4.88,0.00
2023-05-01 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.18,3.67,0.00
2023-05-01 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.29,3.02,0.00
2023-05-02 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.15,3.10,0.00
2023-05-02 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.78,2.99,0.00
2023-05-02 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.02,3.49,0.00
2023-05-02 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.50,3.76,0.00
2023-05-02 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.37,4.25,8.55
2023-05-02 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.44,4.04,54.60
2023-05-02 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.90,4.16,161.12
2023-05-02 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.59,4.53,313.30
2023-05-02 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.73,4.61,458.41
2023-05-02 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.89,4.88,526.73
2023-05-02 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.71,4.76,659.20
2023-05-02 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.67,5.45,744.28
2023-05-02 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.34,5.69,729.93
2023-05-02 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.77,5.88,628.98
2023-05-02 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.11,5.74,561.54
2023-05-02 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.10,5.33,403.97
2023-05-02 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.16,4.40,376.41
2023-05-02 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.65,3.23,232.22
2023-05-02 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.30,2.82,103.44
2023-05-02 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.23,3.04,14.54
2023-05-02 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.92,3.32,0.00
2023-05-02 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.48,3.54,0.00
2023-05-02 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.69,3.54,0.00
2023-05-02 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.50,2.91,0.00
2023-05-03 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.81,2.68,0.00
2023-05-03 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.38,2.81,0.00
2023-05-03 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.17,2.89,0.00
2023-05-03 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.87,3.00,0.00
2023-05-03 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.11,2.96,25.47
2023-05-03 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.30,2.54,124.10
2023-05-03 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.32,2.40,257.87
2023-05-03 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.02,2.40,400.07
2023-05-03 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.65,2.85,530.67
2023-05-03 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.60,3.50,610.75
2023-05-03 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.15,2.88,697.53
2023-05-03 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.55,3.15,709.47
2023-05-03 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.05,3.28,709.75
2023-05-03 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.93,3.63,653.27
2023-05-03 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.58,3.61,515.39
2023-05-03 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.20,3.29,420.08
2023-05-03 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.95,2.84,330.51
2023-05-03 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.45,2.02,218.29
2023-05-03 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.93,1.85,97.38
2023-05-03 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.97,2.36,15.28
2023-05-03 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.94,2.45,0.00
2023-05-03 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.61,2.51,0.00
2023-05-03 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.00,2.60,0.00
2023-05-03 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.67,2.60,0.00
2023-05-04 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.64,2.35,0.00
2023-05-04 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.95,2.11,0.00
2023-05-04 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.65,2.28,0.00
2023-05-04 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.30,2.69,0.00
2023-05-04 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.78,2.93,23.04
2023-05-04 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.40,2.85,112.94
2023-05-04 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.79,3.03,241.67
2023-05-04 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.11,3.21,399.64
2023-05-04 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.92,3.20,508.37
2023-05-04 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.50,2.87,590.81
2023-05-04 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.55,2.26,693.87
2023-05-04 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.02,2.24,719.24
2023-05-04 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.34,2.31,654.05
2023-05-04 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.62,2.44,580.92
2023-05-04 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.31,2.58,402.08
2023-05-04 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.61,2.84,422.11
2023-05-04 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.87,2.99,262.68
2023-05-04 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.86,3.09,183.85
2023-05-04 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.98,3.43,103.54
2023-05-04 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.87,3.42,18.02
2023-05-04 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.72,2.99,0.00
2023-05-04 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.00,2.42,0.00
2023-05-04 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.45,2.29,0.00
2023-05-04 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.36,1.69,0.00
2023-05-05 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.72,1.59,0.00
2023-05-05 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.54,1.73,0.00
2023-05-05 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.11,1.31,0.00
2023-05-05 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.71,1.07,0.00
2023-05-05 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.24,0.86,32.24
2023-05-05 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.07,0.54,137.79
2023-05-05 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.80,0.57,273.77
2023-05-05 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.64,1.25,415.00
2023-05-05 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.41,2.51,514.31
2023-05-05 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.40,2.67,559.65
2023-05-05 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.79,2.48,509.96
2023-05-05 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.10,2.29,474.79
2023-05-05 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.82,2.34,397.00
2023-05-05 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.28,2.68,375.73
2023-05-05 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.77,2.99,479.24
2023-05-05 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.82,2.67,379.10
2023-05-05 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.21,2.80,239.91
2023-05-05 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.58,3.01,190.13
2023-05-05 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.10,2.98,113.74
2023-05-05 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.26,3.06,20.44
2023-05-05 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.54,3.02,0.00
2023-05-05 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.62,2.91,0.00
2023-05-05 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.71,2.74,0.00
2023-05-05 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.78,2.54,0.00
2023-05-06 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.67,2.29,0.00
2023-05-06 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.44,2.05,0.00
2023-05-06 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-3.53,2.12,0.00
2023-05-06 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.93,2.45,0.01
2023-05-06 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.05,2.83,35.69
2023-05-06 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.35,2.74,144.28
2023-05-06 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.14,3.80,281.52
2023-05-06 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.34,4.03,404.58
2023-05-06 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.90,4.00,497.20
2023-05-06 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.78,4.02,584.82
2023-05-06 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.34,3.88,649.93
2023-05-06 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.02,3.88,705.40
2023-05-06 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.61,3.92,741.99
2023-05-06 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.15,3.83,720.93
2023-05-06 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.12,3.58,626.37
2023-05-06 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.06,3.29,523.70
2023-05-06 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.60,3.21,395.02
2023-05-06 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.82,3.24,251.37
2023-05-06 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.48,3.22,106.71
2023-05-06 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.90,3.22,19.07
2023-05-06 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.41,3.08,0.00
2023-05-06 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.56,2.82,0.00
2023-05-06 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,0.40,2.53,0.00
2023-05-06 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.41,2.28,0.00
2023-05-07 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.11,2.07,0.00
2023-05-07 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-1.84,1.85,0.00
2023-05-07 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.39,1.50,0.00
2023-05-07 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-2.35,1.30,0.06
2023-05-07 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,-0.69,1.42,36.20
2023-05-07 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.17,1.47,142.10
2023-05-07 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.91,1.48,283.08
2023-05-07 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.91,1.68,425.18
2023-05-07 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.53,1.82,555.43
2023-05-07 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.95,1.85,661.97
2023-05-07 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.12,1.78,735.98
2023-05-07 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.24,1.60,772.19
2023-05-07 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.06,1.44,765.17
2023-05-07 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.86,1.27,720.61
2023-05-07 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.13,1.23,637.49
2023-05-07 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.20,1.29,524.41
2023-05-07 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.00,1.62,391.45
2023-05-07 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.05,2.15,251.07
2023-05-07 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.57,2.94,120.11
2023-05-07 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.88,3.30,24.07
2023-05-07 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.94,3.35,0.00
2023-05-07 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.28,3.29,0.00
2023-05-07 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.09,3.37,0.00
2023-05-07 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,3.00,3.35,0.00
2023-05-08 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.55,3.31,0.00
2023-05-08 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.76,3.26,0.00
2023-05-08 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,1.76,3.12,0.00
2023-05-08 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.11,3.08,0.17
2023-05-08 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,2.81,3.00,39.38
2023-05-08 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.51,2.56,145.90
2023-05-08 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.20,2.09,281.03
2023-05-08 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.61,1.95,422.33
2023-05-08 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.47,1.83,551.86
2023-05-08 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.06,1.75,659.50
2023-05-08 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.58,2.12,735.28
2023-05-08 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.49,2.36,773.20
2023-05-08 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.95,2.36,770.40
2023-05-08 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.42,2.32,726.48
2023-05-08 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.76,2.30,644.29
2023-05-08 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.99,2.09,531.38
2023-05-08 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.79,1.47,397.89
2023-05-08 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.95,1.05,256.60
2023-05-08 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.58,2.16,124.41
2023-05-08 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.90,3.04,26.23
2023-05-08 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.26,3.33,0.00
2023-05-08 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.88,3.51,0.00
2023-05-08 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.41,3.85,0.00
2023-05-08 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.68,3.82,0.00
2023-05-09 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.57,3.65,0.00
2023-05-09 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.50,3.45,0.00
2023-05-09 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.72,3.18,0.00
2023-05-09 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.23,3.00,0.35
2023-05-09 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.13,3.03,43.64
2023-05-09 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.75,2.90,150.80
2023-05-09 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.66,2.70,284.05
2023-05-09 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.36,2.90,432.26
2023-05-09 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.36,3.38,560.46
2023-05-09 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.64,4.14,665.31
2023-05-09 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.64,4.16,741.06
2023-05-09 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.58,4.24,774.86
2023-05-09 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.35,4.15,768.82
2023-05-09 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.82,4.12,722.73
2023-05-09 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.83,4.22,641.79
2023-05-09 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.69,4.20,528.23
2023-05-09 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.20,3.69,400.50
2023-05-09 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.18,3.47,258.87
2023-05-09 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.08,3.54,126.58
2023-05-09 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.76,3.72,28.62
2023-05-09 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.08,3.94,0.00
2023-05-09 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.50,3.95,0.00
2023-05-09 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.35,3.82,0.00
2023-05-09 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.19,3.56,0.00
2023-05-10 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.12,3.42,0.00
2023-05-10 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.77,3.28,0.00
2023-05-10 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.32,3.21,0.00
2023-05-10 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.96,3.11,0.59
2023-05-10 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.01,3.04,44.00
2023-05-10 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.50,3.01,152.93
2023-05-10 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.30,3.11,289.42
2023-05-10 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.76,3.49,431.64
2023-05-10 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.80,4.15,560.37
2023-05-10 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.16,5.17,666.35
2023-05-10 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.96,5.62,739.78
2023-05-10 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.49,5.75,775.83
2023-05-10 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.71,5.75,771.63
2023-05-10 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.83,5.80,727.81
2023-05-10 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.63,5.85,647.20
2023-05-10 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.22,5.69,536.16
2023-05-10 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.51,5.15,404.63
2023-05-10 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.42,4.65,264.58
2023-05-10 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.79,4.25,132.10
2023-05-10 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.73,4.00,31.81
2023-05-10 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.78,3.68,0.00
2023-05-10 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.27,3.33,0.00
2023-05-10 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.69,3.37,0.00
2023-05-10 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.58,3.28,0.00
2023-05-11 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.86,3.22,0.00
2023-05-11 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.16,3.17,0.00
2023-05-11 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.86,3.13,0.00
2023-05-11 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,4.99,3.13,0.88
2023-05-11 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.28,3.05,47.49
2023-05-11 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.97,2.85,155.70
2023-05-11 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.70,2.80,289.62
2023-05-11 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.43,3.05,429.60
2023-05-11 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.74,3.39,556.65
2023-05-11 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.41,3.97,663.34
2023-05-11 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.27,4.26,733.74
2023-05-11 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.89,4.12,768.84
2023-05-11 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.26,3.95,762.84
2023-05-11 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.73,3.95,721.80
2023-05-11 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.90,4.08,635.87
2023-05-11 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.76,4.22,516.61
2023-05-11 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.12,4.21,399.29
2023-05-11 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.79,4.25,261.39
2023-05-11 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.66,4.15,131.18
2023-05-11 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.72,4.08,32.87
2023-05-11 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.30,3.96,0.01
2023-05-11 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.69,3.72,0.00
2023-05-11 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.16,3.48,0.00
2023-05-11 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.02,3.23,0.00
2023-05-12 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.04,2.97,0.00
2023-05-12 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.87,2.72,0.00
2023-05-12 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.34,2.46,0.00
2023-05-12 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,5.06,2.30,1.24
2023-05-12 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,6.27,2.26,50.54
2023-05-12 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.57,1.88,160.53
